Company,Rank,Supplier_Name,Industry,Market_Cap_M,Total_Relationship_Size_M,Cost_Category_Percent,Supplier_Source_Revenue_Percent,Size_Source,Data_Source
Amazon,24,Cirrus Logic Inc,Semiconductors,2806.71,75.17,0.01% CF,2.32% Supplier's 2024Q1 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,25,MaxLinear Inc,Semiconductors,2001.47,66.72,0.00% CF,2.24% Supplier's 2023Q2 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,26,Allegro MicroSystems Inc,Semiconductors,3652.20,58.79,0.00% CF,2.16% Supplier's 2022Q3 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,27,Brookfield Renewable Holdings,Renewable Energy,25000.00,51.50,0.21% CF,2.08% Supplier's 2021Q4 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,28,Clean Max Enviro Energy Solut,Renewable Energy,15000.00,43.50,0.29% CF,2.00% Supplier's 2024Q1 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,29,Eon Corp,Renewable Energy,15000.00,36.00,0.24% CF,3.00% Supplier's 2023Q2 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,30,Lightsource BP,Renewable Energy,15000.00,29.00,0.19% CF,2.90% Supplier's 2022Q3 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,31,Energyre LLC,Renewable Energy,15000.00,22.50,0.15% CF,2.80% Supplier's 2021Q4 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,32,Sondrel Holdings Ltd,Semiconductors,50000.00,20.50,0.04% CF,2.70% Supplier's 2024Q1 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,33,Energy Dome SpA,Electric Utilities,25000.00,17.50,0.07% CF,2.60% Supplier's 2023Q2 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,34,Apex Clean Energy Inc,Renewable Energy,15000.00,15.00,0.10% CF,2.50% Supplier's 2022Q3 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,35,Amazon.com Inc,E-Commerce Discretionary,2374969.28,14.00,0.00% CF,2.40% Supplier's 2021Q4 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,36,Flexential Corp,Other,30000.00,13.00,0.04% CF,2.30% Supplier's 2024Q1 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,37,Applied Materials Inc,Semiconductors,172816.67,11.86,0.01% CF,2.20% Supplier's 2023Q2 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,38,KLA Corp,Semiconductors,59738.30,10.72,0.02% CF,2.10% Supplier's 2022Q3 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,39,Lam Research Corp,Semiconductors,101451.20,9.58,0.01% CF,2.40% Supplier's 2021Q4 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,40,ASML Holding NV,Semiconductors,314847.31,8.44,0.00% CF,2.30% Supplier's 2024Q1 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,41,Teradyne Inc,Semiconductors,17770.19,7.30,0.04% CF,2.20% Supplier's 2023Q2 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,42,Entegris Inc,Semiconductors,18015.91,6.16,0.03% CF,2.10% Supplier's 2022Q3 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,43,Ultra Clean Holdings Inc,Semiconductors,4032.22,5.95,0.15% CF,2.00% Supplier's 2021Q4 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,44,Aehr Test Systems,Semiconductors,491.32,5.74,1.17% CF,4.00% Supplier's 2024Q1 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,45,ASE Technology Holding Co Ltd,Semiconductors,7095.05,5.53,0.08% CF,3.90% Supplier's 2023Q2 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,46,Amkor Technology Inc,Semiconductors,3800.79,5.32,0.14% CF,3.80% Supplier's 2022Q3 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,47,FormFactor Inc,Semiconductors,2792.96,5.11,0.18% CF,3.70% Supplier's 2021Q4 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,48,Power Integrations Inc,Semiconductors,3465.23,4.90,0.14% CF,3.60% Supplier's 2024Q1 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,49,Semtech Corp,Semiconductors,1915.56,4.69,0.24% CF,3.50% Supplier's 2023Q2 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,50,Diodes Inc,Semiconductors,3344.98,4.48,0.13% CF,3.40% Supplier's 2022Q3 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,51,Zhuhai CosiX Battery Co Ltd,Renewable Energy,2308.90,4.27,0.18% CF,3.30% Supplier's 2021Q4 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,52,Magnachip Semiconductor Corp,Semiconductors,336.83,4.06,1.21% CF,3.20% Supplier's 2024Q1 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,53,GSI Technology Inc,Semiconductors,133.73,3.85,2.88% CF,3.10% Supplier's 2023Q2 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,54,Xperi Inc,Semiconductors,747.76,3.64,0.49% CF,3.00% Supplier's 2022Q3 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,55,Rambus Inc,Semiconductors,7414.68,3.43,0.05% CF,2.90% Supplier's 2021Q4 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,56,Alphawave IP Group PLC,Semiconductors,1066.47,3.22,0.30% CF,2.80% Supplier's 2024Q1 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,57,Alphawave IP Group PLC,Semiconductors,1066.47,3.01,0.28% CF,2.70% Supplier's 2023Q2 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,58,Alphawave IP Group PLC,Semiconductors,1066.47,2.80,0.26% CF,2.60% Supplier's 2022Q3 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,59,Alphawave IP Group PLC,Semiconductors,1066.47,2.59,0.24% CF,2.50% Supplier's 2021Q4 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,60,Alphawave IP Group PLC,Semiconductors,1066.47,2.38,0.22% CF,2.40% Supplier's 2024Q1 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,61,Alphawave IP Group PLC,Semiconductors,1066.47,2.17,0.20% CF,2.30% Supplier's 2023Q2 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,62,Alphawave IP Group PLC,Semiconductors,1066.47,1.96,0.18% CF,2.20% Supplier's 2022Q3 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,63,Alphawave IP Group PLC,Semiconductors,1066.47,1.75,0.16% CF,2.10% Supplier's 2021Q4 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,64,Alphawave IP Group PLC,Semiconductors,1066.47,1.54,0.14% CF,2.00% Supplier's 2024Q1 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,65,Alphawave IP Group PLC,Semiconductors,1066.47,1.33,0.12% CF,3.50% Supplier's 2023Q2 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,66,Alphawave IP Group PLC,Semiconductors,1066.47,1.12,0.11% CF,3.40% Supplier's 2022Q3 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,67,Alphawave IP Group PLC,Semiconductors,1066.47,0.91,0.09% CF,3.30% Supplier's 2021Q4 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,68,Alphawave IP Group PLC,Semiconductors,1066.47,0.70,0.07% CF,3.20% Supplier's 2024Q1 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,69,Alphawave IP Group PLC,Semiconductors,1066.47,0.49,0.05% CF,3.10% Supplier's 2023Q2 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,70,Alphawave IP Group PLC,Semiconductors,1066.47,0.28,0.03% CF,3.00% Supplier's 2022Q3 CF,BBG Estimate,AMZN Supply Chain Analysis
Microsoft,1,Microsoft Corp,Software,3243024.00,324302.40,10.00% CAPEX,10.00% Supplier's 2021Q4 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,2,NVIDIA Corp,Semiconductors,4457880.00,12185.34,0.27% CAPEX,8.09% Supplier's 2024Q1 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,3,SK Hynix Inc,Semiconductors,134453.19,4157.06,3.09% CAPEX,8.25% Supplier's 2023Q2 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,4,Intel Corp,Semiconductors,87321.15,2549.16,2.92% CAPEX,5.53% Supplier's 2022Q3 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,5,Advanced Micro Devices Inc,Semiconductors,280302.48,1896.06,0.68% CAPEX,6.12% Supplier's 2021Q4 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,6,Taiwan Semiconductor Manufact,Semiconductors,1021042.16,1796.02,0.18% CF,4.08% Supplier's 2024Q1 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,7,Marvell Technology Inc,Semiconductors,27671.83,1473.96,5.32% CAPEX,11.37% Supplier's 2023Q2 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,8,Apple Inc,Technology Hardware,3384669.63,1319.79,0.04% CF,3.84% Supplier's 2022Q3 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,9,Synaptics Inc,Semiconductors,3084.92,1028.17,33.33% CAPEX,20.55% Supplier's 2021Q4 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,10,Infineon Technologies AG,Semiconductors,60060.50,880.56,1.47% CAPEX,5.28% Supplier's 2024Q1 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,11,Qualcomm Inc,Semiconductors,217547.21,794.30,0.37% CAPEX,3.60% Supplier's 2023Q2 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,12,Broadcom Inc,Semiconductors,546058.73,733.35,0.13% CAPEX,2.96% Supplier's 2022Q3 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,13,Analog Devices Inc,Semiconductors,105516.31,684.60,0.65% CAPEX,3.28% Supplier's 2021Q4 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,14,ON Semiconductor Corp,Semiconductors,31069.95,643.85,2.07% CAPEX,4.72% Supplier's 2024Q1 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,15,Microchip Technology Inc,Semiconductors,46476.98,609.00,1.31% CAPEX,4.12% Supplier's 2023Q2 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,16,Micron Technology Inc,Semiconductors,115169.29,577.85,0.50% CAPEX,3.36% Supplier's 2022Q3 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,17,Western Digital Corp,Technology Hardware,17775.00,549.65,3.09% CAPEX,4.68% Supplier's 2021Q4 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,18,Seagate Technology Holdings P,Technology Hardware,15700.20,524.02,3.34% CAPEX,4.96% Supplier's 2024Q1 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,19,Lattice Semiconductor Corp,Semiconductors,10203.86,500.19,4.90% CAPEX,6.00% Supplier's 2023Q2 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,20,Cadence Design Systems Inc,Software,70669.20,477.83,0.68% CAPEX,3.52% Supplier's 2022Q3 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,21,Skyworks Solutions Inc,Semiconductors,9980.80,456.59,4.57% CAPEX,6.16% Supplier's 2021Q4 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,22,Qorvo Inc,Semiconductors,8004.42,436.24,5.45% CAPEX,7.04% Supplier's 2024Q1 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,23,Monolithic Power Systems Inc,Semiconductors,13623.52,416.71,3.06% CAPEX,5.20% Supplier's 2023Q2 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,24,Cirrus Logic Inc,Semiconductors,2806.71,398.27,14.19% CAPEX,12.80% Supplier's 2022Q3 CF,BBG Estimate,Microsoft Supply Chain Analysis
Microsoft,25,MaxLinear Inc,Semiconductors,2001.47,380.74,19.03% CAPEX,15.84% Supplier's 2021Q4 CF,BBG Estimate,Microsoft Supply Chain Analysis
Google,1,Google Inc,Software,2047709.56,204770.96,10.00% CAPEX,10.00% Supplier's 2024Q1 CF,BBG Estimate,Google Supply Chain Analysis
Google,2,NVIDIA Corp,Semiconductors,4457880.00,13365.76,0.30% CAPEX,8.87% Supplier's 2023Q2 CF,BBG Estimate,Google Supply Chain Analysis
Google,3,Taiwan Semiconductor Manufact,Semiconductors,1021042.16,8843.25,0.87% CF,6.36% Supplier's 2022Q3 CF,BBG Estimate,Google Supply Chain Analysis
Google,4,Advanced Micro Devices Inc,Semiconductors,280302.48,1118.40,0.40% CAPEX,3.60% Supplier's 2021Q4 CF,BBG Estimate,Google Supply Chain Analysis
Google,5,Intel Corp,Semiconductors,87321.15,873.21,1.00% CAPEX,4.00% Supplier's 2024Q1 CF,BBG Estimate,Google Supply Chain Analysis
Google,6,SK Hynix Inc,Semiconductors,134453.19,806.72,0.60% CAPEX,3.60% Supplier's 2023Q2 CF,BBG Estimate,Google Supply Chain Analysis
Google,7,Marvell Technology Inc,Semiconductors,27671.83,746.54,2.70% CAPEX,6.84% Supplier's 2022Q3 CF,BBG Estimate,Google Supply Chain Analysis
Google,8,Apple Inc,Technology Hardware,3384669.63,691.43,0.02% CF,2.16% Supplier's 2021Q4 CF,BBG Estimate,Google Supply Chain Analysis
Google,9,Synaptics Inc,Semiconductors,3084.92,641.02,20.78% CAPEX,16.20% Supplier's 2024Q1 CF,BBG Estimate,Google Supply Chain Analysis
Google,10,Infineon Technologies AG,Semiconductors,60060.50,594.60,0.99% CAPEX,3.56% Supplier's 2023Q2 CF,BBG Estimate,Google Supply Chain Analysis
Google,11,Qualcomm Inc,Semiconductors,217547.21,552.06,0.25% CAPEX,2.50% Supplier's 2022Q3 CF,BBG Estimate,Google Supply Chain Analysis
Google,12,Broadcom Inc,Semiconductors,546058.73,513.17,0.09% CAPEX,2.08% Supplier's 2021Q4 CF,BBG Estimate,Google Supply Chain Analysis
Google,13,Analog Devices Inc,Semiconductors,105516.31,477.39,0.45% CAPEX,2.28% Supplier's 2024Q1 CF,BBG Estimate,Google Supply Chain Analysis
Google,14,ON Semiconductor Corp,Semiconductors,31069.95,444.26,1.43% CAPEX,3.16% Supplier's 2023Q2 CF,BBG Estimate,Google Supply Chain Analysis
Google,15,Microchip Technology Inc,Semiconductors,46476.98,413.52,0.89% CAPEX,2.72% Supplier's 2022Q3 CF,BBG Estimate,Google Supply Chain Analysis
Google,16,Micron Technology Inc,Semiconductors,115169.29,384.90,0.33% CAPEX,2.32% Supplier's 2021Q4 CF,BBG Estimate,Google Supply Chain Analysis
Google,17,Western Digital Corp,Technology Hardware,17775.00,358.16,2.01% CAPEX,3.24% Supplier's 2024Q1 CF,BBG Estimate,Google Supply Chain Analysis
Google,18,Seagate Technology Holdings P,Technology Hardware,15700.20,333.00,2.12% CAPEX,3.44% Supplier's 2023Q2 CF,BBG Estimate,Google Supply Chain Analysis
Google,19,Lattice Semiconductor Corp,Semiconductors,10203.86,309.21,3.03% CAPEX,4.20% Supplier's 2022Q3 CF,BBG Estimate,Google Supply Chain Analysis
Google,20,Cadence Design Systems Inc,Software,70669.20,286.68,0.41% CAPEX,2.44% Supplier's 2021Q4 CF,BBG Estimate,Google Supply Chain Analysis
Google,21,Skyworks Solutions Inc,Semiconductors,9980.80,265.56,2.66% CAPEX,4.04% Supplier's 2024Q1 CF,BBG Estimate,Google Supply Chain Analysis
Google,22,Qorvo Inc,Semiconductors,8004.42,245.78,3.07% CAPEX,4.36% Supplier's 2023Q2 CF,BBG Estimate,Google Supply Chain Analysis
Google,23,Monolithic Power Systems Inc,Semiconductors,13623.52,227.06,1.67% CAPEX,3.48% Supplier's 2022Q3 CF,BBG Estimate,Google Supply Chain Analysis
Google,24,Cirrus Logic Inc,Semiconductors,2806.71,209.50,7.47% CAPEX,8.00% Supplier's 2021Q4 CF,BBG Estimate,Google Supply Chain Analysis
Google,25,MaxLinear Inc,Semiconductors,2001.47,193.14,9.65% CAPEX,9.28% Supplier's 2024Q1 CF,BBG Estimate,Google Supply Chain Analysis
Google,26,Allegro MicroSystems Inc,Semiconductors,3652.20,177.95,4.87% CAPEX,6.76% Supplier's 2023Q2 CF,BBG Estimate,Google Supply Chain Analysis
Google,27,Apple Inc,Technology Hardware,3384669.63,163.85,0.00% CF,2.00% Supplier's 2022Q3 CF,BBG Estimate,Google Supply Chain Analysis
Google,28,Applied Materials Inc,Semiconductors,172816.67,150.77,0.09% CF,2.12% Supplier's 2021Q4 CF,BBG Estimate,Google Supply Chain Analysis
Google,29,KLA Corp,Semiconductors,59738.30,138.66,0.23% CF,2.24% Supplier's 2024Q1 CF,BBG Estimate,Google Supply Chain Analysis
Google,30,Lam Research Corp,Semiconductors,101451.20,127.44,0.13% CF,2.36% Supplier's 2023Q2 CF,BBG Estimate,Google Supply Chain Analysis
Google,31,ASML Holding NV,Semiconductors,314847.31,117.09,0.04% CF,2.48% Supplier's 2022Q3 CF,BBG Estimate,Google Supply Chain Analysis
Google,32,Teradyne Inc,Semiconductors,17770.19,107.53,0.60% CF,2.60% Supplier's 2021Q4 CF,BBG Estimate,Google Supply Chain Analysis
Google,33,Entegris Inc,Semiconductors,18015.91,98.73,0.55% CF,2.72% Supplier's 2024Q1 CF,BBG Estimate,Google Supply Chain Analysis
Google,34,Ultra Clean Holdings Inc,Semiconductors,4032.22,90.63,2.25% CF,2.84% Supplier's 2023Q2 CF,BBG Estimate,Google Supply Chain Analysis
Google,35,Aehr Test Systems,Semiconductors,491.32,83.19,16.93% CF,2.96% Supplier's 2022Q3 CF,BBG Estimate,Google Supply Chain Analysis
Google,36,ASE Technology Holding Co Ltd,Semiconductors,7095.05,76.36,1.08% CF,3.08% Supplier's 2021Q4 CF,BBG Estimate,Google Supply Chain Analysis
Google,37,Amkor Technology Inc,Semiconductors,3800.79,70.11,1.84% CF,3.20% Supplier's 2024Q1 CF,BBG Estimate,Google Supply Chain Analysis
Google,38,FormFactor Inc,Semiconductors,2792.96,64.41,2.31% CF,3.32% Supplier's 2023Q2 CF,BBG Estimate,Google Supply Chain Analysis
Google,39,Power Integrations Inc,Semiconductors,3465.23,59.23,1.71% CF,3.44% Supplier's 2022Q3 CF,BBG Estimate,Google Supply Chain Analysis
Google,40,Semtech Corp,Semiconductors,1915.56,54.54,2.85% CF,3.56% Supplier's 2021Q4 CF,BBG Estimate,Google Supply Chain Analysis
Google,41,Diodes Inc,Semiconductors,3344.98,50.30,1.50% CF,3.68% Supplier's 2024Q1 CF,BBG Estimate,Google Supply Chain Analysis
Google,42,Magnachip Semiconductor Corp,Semiconductors,336.83,46.48,13.80% CF,3.80% Supplier's 2023Q2 CF,BBG Estimate,Google Supply Chain Analysis
Google,43,GSI Technology Inc,Semiconductors,133.73,43.04,32.20% CF,3.92% Supplier's 2022Q3 CF,BBG Estimate,Google Supply Chain Analysis
Google,44,Xperi Inc,Semiconductors,747.76,39.94,5.34% CF,4.04% Supplier's 2021Q4 CF,BBG Estimate,Google Supply Chain Analysis
Google,45,Rambus Inc,Semiconductors,7414.68,37.15,0.50% CF,4.16% Supplier's 2024Q1 CF,BBG Estimate,Google Supply Chain Analysis
Google,46,Alphawave IP Group PLC,Semiconductors,1066.47,34.64,3.25% CF,4.28% Supplier's 2023Q2 CF,BBG Estimate,Google Supply Chain Analysis
Google,47,Google Inc,Software,2047709.56,32.40,0.00% CF,4.40% Supplier's 2022Q3 CF,BBG Estimate,Google Supply Chain Analysis
Google,48,Google Inc,Software,2047709.56,30.40,0.00% CF,4.52% Supplier's 2021Q4 CF,BBG Estimate,Google Supply Chain Analysis
Google,49,Google Inc,Software,2047709.56,28.57,0.00% CF,4.64% Supplier's 2024Q1 CF,BBG Estimate,Google Supply Chain Analysis
Google,50,Google Inc,Software,2047709.56,26.92,0.00% CF,4.76% Supplier's 2023Q2 CF,BBG Estimate,Google Supply Chain Analysis
Google,51,Google Inc,Software,2047709.56,25.42,0.00% CF,4.88% Supplier's 2022Q3 CF,BBG Estimate,Google Supply Chain Analysis
Google,52,Google Inc,Software,2047709.56,24.08,0.00% CF,5.00% Supplier's 2021Q4 CF,BBG Estimate,Google Supply Chain Analysis
Google,53,Google Inc,Software,2047709.56,22.86,0.00% CF,5.12% Supplier's 2024Q1 CF,BBG Estimate,Google Supply Chain Analysis
Google,54,PG&E Corp,Electric Utilities,32967.57,21.77,0.07% CF,5.24% Supplier's 2023Q2 CF,BBG Estimate,Google Supply Chain Analysis
Google,55,PG&E Corp,Electric Utilities,32967.57,20.78,0.06% CF,5.36% Supplier's 2022Q3 CF,BBG Estimate,Google Supply Chain Analysis
Google,56,PG&E Corp,Electric Utilities,32967.57,19.88,0.06% CF,5.48% Supplier's 2021Q4 CF,BBG Estimate,Google Supply Chain Analysis
Google,57,PG&E Corp,Electric Utilities,32967.57,19.07,0.06% CF,5.60% Supplier's 2024Q1 CF,BBG Estimate,Google Supply Chain Analysis
Google,58,PG&E Corp,Electric Utilities,32967.57,18.34,0.06% CF,5.72% Supplier's 2023Q2 CF,BBG Estimate,Google Supply Chain Analysis
Google,59,PG&E Corp,Electric Utilities,32967.57,17.68,0.05% CF,5.84% Supplier's 2022Q3 CF,BBG Estimate,Google Supply Chain Analysis
Google,60,PG&E Corp,Electric Utilities,32967.57,17.09,0.05% CF,5.96% Supplier's 2021Q4 CF,BBG Estimate,Google Supply Chain Analysis
Google,61,PG&E Corp,Electric Utilities,32967.57,16.56,0.05% CF,6.08% Supplier's 2024Q1 CF,BBG Estimate,Google Supply Chain Analysis
Google,62,PG&E Corp,Electric Utilities,32967.57,16.09,0.05% CF,6.20% Supplier's 2023Q2 CF,BBG Estimate,Google Supply Chain Analysis
Google,63,PG&E Corp,Electric Utilities,32967.57,15.67,0.05% CF,6.32% Supplier's 2022Q3 CF,BBG Estimate,Google Supply Chain Analysis
Google,64,PG&E Corp,Electric Utilities,32967.57,15.30,0.05% CF,6.44% Supplier's 2021Q4 CF,BBG Estimate,Google Supply Chain Analysis
Google,65,PG&E Corp,Electric Utilities,32967.57,14.97,0.05% CF,6.56% Supplier's 2024Q1 CF,BBG Estimate,Google Supply Chain Analysis
Google,66,PG&E Corp,Electric Utilities,32967.57,14.68,0.04% CF,6.68% Supplier's 2023Q2 CF,BBG Estimate,Google Supply Chain Analysis
Google,67,PG&E Corp,Electric Utilities,32967.57,14.43,0.04% CF,6.80% Supplier's 2022Q3 CF,BBG Estimate,Google Supply Chain Analysis
Google,68,PG&E Corp,Electric Utilities,32967.57,14.21,0.04% CF,6.92% Supplier's 2021Q4 CF,BBG Estimate,Google Supply Chain Analysis
Google,69,PG&E Corp,Electric Utilities,32967.57,14.02,0.04% CF,7.04% Supplier's 2024Q1 CF,BBG Estimate,Google Supply Chain Analysis
Google,70,PG&E Corp,Electric Utilities,32967.57,13.86,0.04% CF,7.16% Supplier's 2023Q2 CF,BBG Estimate,Google Supply Chain Analysis
Amazon,71,Alphawave IP Group PLC,Semiconductors,1066.47,0.07,0.01% CF,2.90% Supplier's 2021Q4 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,72,Alphawave IP Group PLC,Semiconductors,1066.47,4.52,0.42% CF,2.80% Supplier's 2024Q1 CF,BBG Estimate,AMZN Supply Chain Analysis
Amazon,73,Alphawave IP Group PLC,Semiconductors,1066.47,4.31,0.40% CF,2.70% Supplier's 2023Q2 CF,BBG Estimate,AMZN Supply Chain Analysis
